X,Y,OBJECTID,Objecttype,Type_velo,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Objectcode,Gebruik,Aantal_plaatsen,Naam
490805.435435433,6661741.33067299,9020,VELOSTATION,ENKELZIJDIG,VOETPAD,Godefriduskaai,,thv Q-park,Antwerpen,2000,VE_0000129,IN_GEBRUIK,36,129 Godefriduskaai
492111.727847502,6659889.1075359,9021,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,to station 1,Antwerpen,2018,VE_0000002,IN_GEBRUIK,36,002 Centraal station Astrid 2
491186.935170642,6659990.42714611,9022,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETPAD,Meir,84,,Antwerpen,2000,VE_0000026,IN_GEBRUIK,33,026 Meir-Antoon Van Dijck
490256.233411669,6660129.95496928,9023,VELOSTATION,ENKELZIJDIG,VOETPAD,Eiermarkt,12,,Antwerpen,2000,VE_0000019,BUITEN_GEBRUIK,24,019 Eiermarkt
489878.99981999,6660068.07436155,9024,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Groenkerkhofstraat,2,thv Nationalestraat,Antwerpen,2000,VE_0000020,IN_GEBRUIK,27,020 Groenplaats 2
488424.478613629,6658573.20164857,9025,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Cockerillkaai,,,Antwerpen,2000,VE_0000035,IN_GEBRUIK,36,035 Cockerillkaai
489387.629606106,6657587.47580403,9026,VELOSTATION,ENKEL-DUBBELZIJDIG,VOETPAD,Paleisstraat,147,,Antwerpen,2018,VE_0000094,IN_GEBRUIK,33,094 Paleisstraat
488707.473513431,6656639.99873835,9027,VELOSTATION,DUBBELZIJDIG,GROENZONE,Singel,,tssn Singel/Brederodestraat,Antwerpen,2018,VE_0000012,IN_GEBRUIK,36,012 Brussel
491101.594112087,6660217.92779491,9028,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Nieuwstraat,105,,Antwerpen,2000,VE_0000027,IN_GEBRUIK,36,027 Lange Nieuwstraat
491849.272558918,6657783.7057887,9029,VELOSTATION,ENKELZIJDIG,VOETPAD,Belgiëlei,99,,Antwerpen,2018,VE_0000044,IN_GEBRUIK,36,044 Belgiëlei
492308.146921382,6658513.04691694,9030,VELOSTATION,ENKELZIJDIG,VOETPAD,Mercatorstraat,18,to 18,Antwerpen,2018,VE_0000006,IN_GEBRUIK,24,006 Premetro Plantin
492896.522494308,6658558.20595364,9031,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Van Der Meydenstraat,123,,Borgerhout,2140,VE_0000111,IN_GEBRUIK,30,111 Van Der Meyden
493385.5200668,6661025.77840494,9032,VELOSTATION,ENKELZIJDIG,VOETPAD,Lange Stuivenbergstraat,86-88,to 86-88,Antwerpen,2060,VE_0000101,IN_GEBRUIK,36,101 Premetro Handel
494172.324786688,6661653.47372436,9033,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Schijnpoortweg,27-29,,Antwerpen,2060,VE_0000120,IN_GEBRUIK,24,120 Eendracht
487434.510201941,6662329.69712844,9034,VELOSTATION,ENKELZIJDIG,VOETPAD,August Vermeylenlaan,7,to 7,Antwerpen,2050,VE_0000144,IN_GEBRUIK,36,144 August Vermeylenlaan
487419.28517315,6661717.2366441,9035,VELOSTATION,ENKELZIJDIG,VOETPAD,August Vermeylenlaan,,charles de costerlaan,Antwerpen,2050,VE_0000145,IN_GEBRUIK,24,145 De Coster
488200.918008866,6660015.59989291,9036,VELOSTATION,ENKELZIJDIG,GROENZONE,Beatrijslaan,42,,Antwerpen,2050,VE_0000153,IN_GEBRUIK,36,153 Beatrijslaan
487089.782181539,6660309.17143789,9037,VELOSTATION,DUBBELZIJDIG,VOETPAD,Blancefloerlaan,163-165,,Antwerpen,2050,VE_0000152,IN_GEBRUIK,36,152 Blancefloerlaan
488295.905894173,6660407.52390628,9038,VELOSTATION,ENKELZIJDIG,VOETPAD,Blancefloerlaan,,to frederick van eedenplein,Antwerpen,2050,VE_0000149,IN_GEBRUIK,36,149 Van Eedenplein
487861.750194778,6662680.60571419,9039,VELOSTATION,ENKELZIJDIG,VOETPAD,Esmoreitlaan,13,thv lodewijk van veltheimlaan,Antwerpen,2050,VE_0000142,IN_GEBRUIK,36,142 Esmoreitlaan
488272.632175083,6660848.82846992,9040,VELOSTATION,ENKELZIJDIG,VOETPAD,Frederik Van Eedenplein,4,to 4,Antwerpen,2050,VE_0000148,IN_GEBRUIK,36,148 Verhaerenlaan
488231.893039852,6662265.66524849,9041,VELOSTATION,ENKELZIJDIG,VOETPAD,Gloriantlaan,31,,Antwerpen,2050,VE_0000143,IN_GEBRUIK,24,143 Melis Stokelaan
488346.301704234,6663000.68857156,9042,VELOSTATION,ENKELZIJDIG,VOETPAD,Gloriantlaan,,thv kastanjedreef,Antwerpen,2050,VE_0000141,IN_GEBRUIK,36,141 Sint-Anna
488873.154716521,6662312.11539026,9043,VELOSTATION,ENKELZIJDIG,VOETPAD,Thonetlaan,,to jachthaven,Antwerpen,2050,VE_0000140,IN_GEBRUIK,36,140 Jachthaven LO
487343.509317809,6661014.87332252,9044,VELOSTATION,ENKELZIJDIG,VOETPAD,Halewijnlaan,88,,Antwerpen,2050,VE_0000147,IN_GEBRUIK,24,147 Halewijnlaan
488233.35085415,6661666.60359916,9045,VELOSTATION,ENKELZIJDIG,VOETPAD,Reinaartlaan,,thv gloriantlaan,Antwerpen,2050,VE_0000146,IN_GEBRUIK,33,146 Reinaartlaan
487770.419407984,6660303.69991877,9046,VELOSTATION,ENKELZIJDIG,VOETPAD,Waterhoenlaan,12,,Antwerpen,2050,VE_0000150,IN_GEBRUIK,24,150 Waterhoenlaan
490203.958603953,6662318.36527544,9047,VELOSTATION,DUBBELZIJDIG,VOETPAD,Amsterdamstraat,,thv rijnkaai,Antwerpen,2000,VE_0000138,IN_GEBRUIK,24,138 Amsterdamstraat
491181.227822763,6662269.99893326,9048,VELOSTATION,ENKELZIJDIG,VOETPAD,Londenstraat,53,,Antwerpen,2000,VE_0000139,IN_GEBRUIK,21,139 Londenstraat
490438.008338939,6662032.19128686,9049,VELOSTATION,DUBBELZIJDIG,VOETPAD,Sint-Laureiskaai,,,Antwerpen,2000,VE_0000137,IN_GEBRUIK,36,137 Sint-Laureiskaai
489858.377067548,6660581.67279194,9050,VELOSTATION,ENKELZIJDIG,VOETPAD,Wisselstraat,12,to 12,Antwerpen,2000,VE_0000060,IN_GEBRUIK,36,060 Grote Markt
491293.441736722,6661769.19626176,9051,VELOSTATION,DUBBELZIJDIG,VOETPAD,Italiëlei,4,thv FOD financien,Antwerpen,2000,VE_0000127,IN_GEBRUIK,30,127 FOD Financiën
490438.075191559,6656163.67787705,9052,VELOSTATION,ENKELZIJDIG,VOETPAD,Jan Van Rijswijcklaan,86,,Antwerpen,2018,VE_0000014,IN_GEBRUIK,36,014 Markgrave
490134.319228741,6660969.73799603,9053,VELOSTATION,ENKELZIJDIG,VOETPAD,Sint-Paulusstraat,42,thv lange koepoortstraat,Antwerpen,2000,VE_0000050,IN_GEBRUIK,21,050 Klapdorp
490834.888595619,6658963.88279292,9054,VELOSTATION,ENKELZIJDIG,VOETPAD,Oudevaartplaats,,thv frankrijklei,Antwerpen,2000,VE_0000077,IN_GEBRUIK,36,077 Blauwtorenplein
489022.846742421,6657806.20172823,9055,VELOSTATION,ENKELZIJDIG,VOETPAD,Amerikalei,162,graaf van hoorplein thv graaf van hoornstraat,Antwerpen,2000,VE_0000080,IN_GEBRUIK,36,080 Montigny
489396.22951888,6656188.16695616,9056,VELOSTATION,ENKELZIJDIG,VOETPAD,Desguinlei,246,to 246 oh plein,Antwerpen,2018,VE_0000040,IN_GEBRUIK,36,040 Desguinlei 
493150.204154597,6660729.25406212,9057,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Duinstraat,83-87,,Antwerpen,2060,VE_0000102,IN_GEBRUIK,36,102 Duinstraat
491919.383243573,6661729.81506254,9058,VELOSTATION,DUBBELZIJDIG,VOETPAD,Lange Dijkstraat,46,thv van aerdtstraat,Antwerpen,2060,VE_0000126,IN_GEBRUIK,36,126 Lange Dijk
489577.271153431,6659256.11006112,9059,VELOSTATION,ENKELZIJDIG,PLEIN,Nationalestraat,111-113,to 111-113 thv lange vlierstraat,Antwerpen,2000,VE_0000076,IN_GEBRUIK,24,076 Prekersplein
491494.734526307,6657385.61430814,9060,VELOSTATION,ENKELZIJDIG,VOETPAD,Belgiëlei,157,thv Greterystraat,Antwerpen,2018,VE_0000043,IN_GEBRUIK,30,043 Grétrystraat
493586.984657264,6656924.58644237,9061,VELOSTATION,ENKELZIJDIG,PLEIN,Burgemeester E. Ryckaertsplein,,NMBS station Berchem,Berchem,2600,VE_0000008,IN_GEBRUIK,30,008 NMBS Berchem 2
493897.41073281,6657360.41253478,9062,VELOSTATION,DUBBELZIJDIG,VOETPAD,Uitbreidingstraat,578,,Berchem,2600,VE_0000112,IN_GEBRUIK,36,112 Pretoriastraat
489417.083627219,6658555.09993595,9063,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Karel Rogierstraat,2-4,,Antwerpen,2000,VE_0000016,IN_GEBRUIK,27,016 Marnixplaats
494479.844304988,6658750.96564376,9064,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Fonteinstraat,70,to 70,Borgerhout,2140,VE_0000069,IN_GEBRUIK,36,069 Fonteinstraat
487421.83555233,6660367.13792685,9065,VELOSTATION,DUBBELZIJDIG,GROENZONE,Blancefloerlaan,48a,to 48a middenberm thv halewijnlaan,Antwerpen,2050,VE_0000151,IN_GEBRUIK,36,151 Van Cauwelaert
491780.051963102,6659935.11830223,9066,VELOSTATION,ENKELZIJDIG,VOETPAD,De Keyserlei,,verplaatst nr Anneessenstraat,Antwerpen,2018,VE_0000024,IN_GEBRUIK,30,024 Opera
491543.206434534,6656569.75190153,9067,VELOSTATION,ENKELZIJDIG,VOETPAD,Grotesteenweg,,thv Boomgaardstraat,Berchem,2600,VE_0000046,IN_GEBRUIK,36,046 De Merode
492434.565067177,6657029.14394616,9068,VELOSTATION,DUBBELZIJDIG,VOETPAD,Boomgaardstraat,,thv militair hospitaal,Antwerpen,2018,VE_0000047,IN_GEBRUIK,36,047 Militair Hospitaal
492644.25436456,6659492.63833341,9069,VELOSTATION,DUBBELZIJDIG,PLEIN,Provinciestraat,81,to 81,Antwerpen,2018,VE_0000119,IN_GEBRUIK,24,119 Ploeg
492411.127415481,6661379.5694261,9070,VELOSTATION,ENKELZIJDIG,VOETPAD,Van Kerckhovenstraat,16,to 16 thv st-norbertusstraat,Antwerpen,2060,VE_0000125,IN_GEBRUIK,36,125 Sint-Norbertus
490497.179273065,6660813.93081255,9071,VELOSTATION,DUBBELZIJDIG,PLEIN,Mutsaardstraat,,mutsaardplein thv blindestraat,Antwerpen,2000,VE_0000051,IN_GEBRUIK,36,051 Mutsaardplein
491118.668344785,6658661.74762267,9072,VELOSTATION,ENKELZIJDIG,PLEIN,Fransenplaats,,thv Moonstraat,Antwerpen,2018,VE_0000041,IN_GEBRUIK,27,041 Van Eyck
492930.169528415,6656199.53523415,9073,VELOSTATION,ENKELZIJDIG,VOETPAD,Vredestraat,99,thv zonnebloemstraat,Berchem,2600,VE_0000055,IN_GEBRUIK,33,055 Zonnebloemstraat
492229.840612173,6659062.25604595,9074,VELOSTATION,DUBBELZIJDIG,PLEIN,Kievitplein,,,Antwerpen,2018,VE_0000003,IN_GEBRUIK,30,003 Centraal station Kievit 2
493158.670981038,6657969.78969085,9075,VELOSTATION,ENKELZIJDIG,VOETPAD,Dageraadplaats,,,Antwerpen,2018,VE_0000110,IN_GEBRUIK,36,110 Dageraadplaats
492640.915091241,6656336.6292092,9076,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Statiestraat,53,thv victor jacobslei,Berchem,2600,VE_0000061,IN_GEBRUIK,30,061 Victor Jacobslei
491950.150933249,6655929.34928069,9077,VELOSTATION,ENKELZIJDIG,VOETPAD,Grotesteenweg,,thv Driekoningenstraat,Berchem,2600,VE_0000021,IN_GEBRUIK,30,021 Driekoningen
493214.495834324,6656711.9381918,9078,VELOSTATION,ENKELZIJDIG,VOETPAD,Statiestraat,,thv Posthoflei,Berchem,2600,VE_0000022,IN_GEBRUIK,33,022 Statie
493517.913439907,6659637.29651345,9079,VELOSTATION,ENKELZIJDIG,PLEIN,Laar,,thv Kerkplein,Borgerhout,2140,VE_0000030,IN_GEBRUIK,24,030 Het Laar
493599.266219452,6658696.56638423,9080,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Betogingstraat,1,to 1,Borgerhout,2140,VE_0000039,IN_GEBRUIK,36,039 Koxplein
494270.692102208,6659592.64560856,9081,VELOSTATION,DUBBELZIJDIG,PLEIN,Krugerplein,,thv delarayestraat                 ,Borgerhout,2140,VE_0000108,IN_GEBRUIK,24,108 Krugerpark
492033.939551061,6659836.48912885,9082,VELOSTATION,ENKELZIJDIG,VOETPAD,De Keyserlei,57,,Antwerpen,2018,VE_0000004,IN_GEBRUIK,21,004 Keyserlei
490776.341850876,6660568.18282779,9083,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Keizerstraat,56-58,to 56-58,Antwerpen,2000,VE_0000028,IN_GEBRUIK,24,028 Keizerstraat
492119.04579429,6657428.72827907,9084,VELOSTATION,ENKELZIJDIG,VOETPAD,Lamorinièrestraat,148,,Antwerpen,2018,VE_0000130,IN_GEBRUIK,18,130 Larmoriniere
